153.903	25788.801	27949.262	24088.9539	106615.3116	1	0	0	0	0
172.0796	33130.0837	34538.4982	29122.6157	144195.1078	1	0	0	0	0
178.1497	34341.968	31918.0375	31534.0269	136492.4164	1	0	0	0	0
154.0385	35284.4879	37759.6505	32656.3069	138629.126	1	0	0	0	0
5181.3637	26211.239	27337.8088	23844.9052	103440.9046	1	0	0	0	0
561.6597	11979.4483	12503.7908	13960.2183	64900.5946	1	0	0	0	0
356.4967	10258.7939	10110.2208	9193.6587	50750.5078	1	0	0	0	0
419.0108	8607.8651	7834.989	8133.1483	49341.1431	1	0	0	0	0
332.8517	7719.1786	6749.5563	7431.0016	45792.0931	1	0	0	0	0
316.3986	7325.8889	7718.1863	7863.3242	45849.2185	1	0	0	0	0
425.8435	7967.6947	9316.3582	9500.9985	48861.2729	1	0	0	0	0
311.4882	6255.9834	7198.08	6316.6794	43161.1784	1	0	0	0	0
256.6901	7076.7219	6472.2348	7478.9301	43570.4726	1	0	0	0	0
263.1364	6859.2034	6956.388	7705.8951	44465.8177	1	0	0	0	0
212.1918	6025.484	6508.7341	6347.8949	39631.8734	1	0	0	0	0
203.7491	6326.3337	6560.7012	6661.6656	39722.1142	1	0	0	0	0
643.0653	9930.4925	9733.587	10122.6305	50805.4775	1	0	0	0	0
232.9862	6629.1679	7286.6732	7071.5595	42009.8925	1	0	0	0	0
258.2926	6582.7612	6917.2465	6957.6853	42739.6936	1	0	0	0	0
1842.4494	17976.6898	18426.033	18867.8359	71765.0945	1	0	0	0	0
241.6906	8832.6308	8044.4257	9098.3906	38389.2319	1	0	0	0	0
243.0301	5973.0769	5726.9128	6003.1702	32198.8984	1	0	0	0	0
269.3788	6214.5056	6414.0577	6694.7309	33338.1434	1	0	0	0	0
178.131	6324.0985	6402.5939	6355.268	35126.7879	1	0	0	0	0
3304.2709	22741.7767	22666.187	21449.321	96119.5837	1	0	0	0	0
428.5838	33133.4145	30627.7907	28741.1592	111030.4463	1	0	0	0	0
298.9929	18646.4026	19990.3226	18875.4415	80017.6297	1	0	0	0	0
295.1352	27530.538	25326.7841	23184.6932	94185.2614	1	0	0	0	0
954.1166	22664.911	26195.9984	24628.1848	107755.7253	1	0	0	0	0
1169.8403	15767.8501	18103.3595	17306.4779	72611.8917	1	0	0	0	0
345.0148	6697.9125	6103.0664	6685.3999	39253.482	1	0	0	0	0
320.7091	6136.6474	6057.8616	6348.6758	37234.0467	1	0	0	0	0
198.9851	5677.2407	5440.3512	5584.5794	33473.6035	1	0	0	0	0
222.1442	5872.3554	6099.2603	5930.4423	36682.0076	1	0	0	0	0
193.7274	7631.5736	7299.4079	6903.0251	39107.7161	1	0	0	0	0
125.7508	6322.7055	6700.879	6325.8073	33494.9251	1	0	0	0	0
443.7608	8704.7902	8312.8548	9174.0284	44288.6646	1	0	0	0	0
1382.0111	24904.3381	23495.4214	22986.8985	97714.6102	1	0	0	0	0
2920.4465	18714.4218	20021.1257	17643.103	71819.5723	1	0	0	0	0
383.4517	12356.5804	14744.0267	11781.8556	54333.5834	1	0	0	0	0
282.8282	6401.1559	6609.9586	6879.0333	38396.5432	1	0	0	0	0
305.9736	6545.0844	6113.8761	6278.8367	35037.803	1	0	0	0	0
225.3537	5797.9311	5757.6041	6106.4126	34267.2772	1	0	0	0	0
843.8643	19368.3941	19645.9433	20942.0192	82620.4081	1	0	0	0	0
150.09	7321.6339	7195.3888	7394.9843	38011.3564	1	0	0	0	0
1170.616	13772.4336	13828.3865	15315.8055	64907.0545	1	0	0	0	0
290.3203	9771.5663	9162.2369	9863.4492	49720.6599	1	0	0	0	0
234.1947	8541.2052	8879.067	9053.0173	45153.5544	1	0	0	0	0
286.2246	9563.6539	7958.1194	9542.385	45609.8145	1	0	0	0	0
308.2112	6991.4928	7582.4412	7344.5059	37747.9239	1	0	0	0	0
227.0087	10478.03	9385.7174	10905.4305	47337.2291	1	0	0	0	0
276.2642	7963.8041	7560.7075	9100.1711	41171.1044	1	0	0	0	0
585.2243	14745.5933	11568.6156	12916.194	54304.2869	1	0	0	0	0
1582.3189	17130.4907	20958.9196	18020.2368	77921.3731	1	0	0	0	0
254.3995	8801.0427	8617.9106	8903.0038	44360.8848	1	0	0	0	0
288.3957	7810.6012	8109.1187	7846.134	43838.6532	1	0	0	0	0
315.4894	9316.9394	9887.6579	8596.7656	43981.2769	1	0	0	0	0
316.996	11455.509	9972.7451	10313.7546	48289.9879	1	0	0	0	0
244.7986	8444.6451	9164.5142	7951.3216	43359.1625	1	0	0	0	0
277.7662	7014.8013	6682.9857	6690.6272	38678.2155	1	0	0	0	0
220.0957	6479.4414	6136.7512	6873.1566	36119.9055	1	0	0	0	0
241.5992	6491.3127	5980.4336	6042.7137	36744.1307	1	0	0	0	0
114.455	6326.1643	5755.2433	6226.1766	33244.8105	1	0	0	0	0
219.4508	6678.4194	6223.6074	6793.5925	36410.9525	1	0	0	0	0
219.0862	6434.3904	6302.7092	6308.8047	37272.5891	1	0	0	0	0
197.0525	6365.3677	6922.4063	6455.4596	37182.6859	1	0	0	0	0
182.471	6569.9576	6119.6431	6252.9471	34294.4411	1	0	0	0	0
195.581	6072.5744	6136.7504	6218.8708	35139.1732	1	0	0	0	0
168.2753	6717.0893	6843.6722	6318.1349	37593.5875	1	0	0	0	0
167.9668	6298.4674	6302.2814	6344.9345	33309.2034	1	0	0	0	0
2063.4299	26532.9693	22201.789	27345.6355	105816.7188	1	0	0	0	0
1568.4698	12969.6963	10261.071	11072.6303	54494.0959	1	0	0	0	0
1905.3288	20021.5528	19586.5105	20139.5341	73740.893	1	0	0	0	0
1641.0775	23477.9553	30610.6982	28074.1169	112191.3753	1	0	0	0	0
325.66	5968.691	5830.7026	6673.682	30571.2201	1	0	0	0	0
342.3721	13511.4113	12245.6753	12091.6531	51614.8589	1	0	0	0	0
88.1594	5625.1802	6028.5395	5558.5057	29179.5453	1	0	0	0	0
233.7052	7098.3708	7843.5269	6402.8048	38562.9599	1	0	0	0	0
201.6894	6226.5726	6459.9551	6744.527	34257.0328	1	0	0	0	0
1112.3568	34815.801	23944.2758	26375.2772	98266.8699	1	0	0	0	0
257.9694	6265.8858	6156.5983	6366.3933	30453.2262	1	0	0	0	0
357.1672	6083.843	6154.8765	6163.7115	31352.2876	1	0	0	0	0
327.1816	7478.0298	6639.3941	7454.6065	34382.5135	1	0	0	0	0
1869.7787	30406.5143	31319.5706	23564.1254	101278.3775	1	0	0	0	0
169.3405	8538.9185	8822.2651	9217.7815	40548.4813	1	0	0	0	0
2410.9884	30655.1222	25533.3691	26415.3786	111441.2174	1	0	0	0	0
269.0491	24796.452	20678.824	21921.5056	82824.4144	1	0	0	0	0
184.6756	34370.6609	31145.2168	28239.4835	122882.1497	1	0	0	0	0
197.7978	26458.6032	26660.9411	26871.7998	105046.5791	1	0	0	0	0
189.9343	38781.0094	38610.2503	36355.8668	146236.6599	1	0	0	0	0
235.4679	38506.0375	34581.3561	34627.9445	135504.5025	1	0	0	0	0
103.3671	25534.8499	24913.8271	22274.0535	87053.3353	1	0	0	0	0
169.1484	29134.7984	31637.5851	34467.1437	122227.2577	1	0	0	0	0
143.2526	37584.8495	35919.0929	35936.7215	129746.8976	1	0	0	0	0
133.0768	28354.5154	26048.9921	28966.7704	116536.5291	1	0	0	0	0
156.363	32013.1325	29864.7104	31819.4714	125325.3578	1	0	0	0	0
169.4248	28930.3467	29416.3856	30714.2437	116501.7472	1	0	0	0	0
140.8676	34613.845	36504.7054	36896.4169	137605.9758	1	0	0	0	0
2994.7435	22977.23	20815.949	22862.5607	89663.3558	1	0	0	0	0
539.5319	14677.5899	13809.0458	11859.7876	59904.778	1	0	0	0	0
184.305	6824.9646	7369.0943	7793.9471	41263.5931	1	0	0	0	0
97.2134	8200.9472	8656.3963	8897.5094	41122.8256	1	0	0	0	0
148.9275	6802.019	6719.0266	7708.943	36983.8098	1	0	0	0	0
133.6776	6828.5793	6700.1758	6983.424	35635.0243	1	0	0	0	0
165.4066	6946.2953	7116.6604	7927.6068	41510.7636	1	0	0	0	0
223.9025	8634.2647	9186.1565	9448.4856	48414.3411	1	0	0	0	0
147.9033	7823.2844	7245.4383	7626.2577	43537.2293	1	0	0	0	0
195.4593	7441.1952	7859.33	8229.4274	43233.4976	1	0	0	0	0
204.9435	7610.5089	7828.7271	9007.3897	40563.9659	1	0	0	0	0
212.5412	7364.5378	8275.7991	8526.0037	42770.258	1	0	0	0	0
209.771	7679.419	7125.9649	7763.6214	39498.9786	1	0	0	0	0
199.0044	6387.2246	6641.3819	7389.7222	43495.0035	1	0	0	0	0
231.1387	6789.7088	6628.3213	6809.664	37671.1821	1	0	0	0	0
205.1149	6079.661	6811.9658	5978.2044	36983.1436	1	0	0	0	0
224.3555	6292.4614	6271.4762	6660.8447	39297.4899	1	0	0	0	0
172.2776	5835.1893	5821.7258	6414.0279	35532.7862	1	0	0	0	0
1350.5219	32197.9766	32093.4271	31736.0423	118711.5496	1	0	0	0	0
171.7827	39069.071	36612.3009	34757.7863	146217.4683	1	0	0	0	0
113.2535	22489.6527	20483.4719	20909.7051	90063.0932	1	0	0	0	0
223.0325	30837.7037	29469.1464	28241.6368	118584.5435	1	0	0	0	0
1160.9754	13071.9184	13778.7456	14770.0164	57587.2981	1	0	0	0	0
67.2978	7144.8944	6558.3182	7279.637	36437.6989	1	0	0	0	0
93.1132	7735.8851	9109.5683	8637.2393	41476.8249	1	0	0	0	0
82.3697	7426.3807	6886.0911	6845.5021	34495.8389	1	0	0	0	0
