290.5789	57045.8905	61542.4694	61565.1545	229759.5049	1	0	0	0	0
327.4449	55055.3844	53083.7354	56689.4496	194470.5922	1	0	0	0	0
478.1372	61907.4295	64737.7778	66374.0849	231154.0648	1	0	0	0	0
333.3522	60156.7298	62226.5728	59508.1926	208670.1335	1	0	0	0	0
351.9924	65185.0805	62189.6433	62741.9555	229939.3213	1	0	0	0	0
303.7374	56124.2209	53895.3575	55365.5259	229805.7619	1	0	0	0	0
228.8165	36633.0603	40538.0459	35926.2598	135729.849	1	0	0	0	0
367.9387	63630.2499	72155.2883	60972.9056	244708.939	1	0	0	0	0
314.7399	59175.3845	67024.034	63899.4923	245200.8943	1	0	0	0	0
433.7889	72954.9552	71154.5277	78789.4222	264750.1539	1	0	0	0	0
391.9749	62310.5831	71972.2734	58733.6913	223971.7786	1	0	0	0	0
490.1264	60651.1341	60541.3079	71566.9219	230108.7148	1	0	0	0	0
544.1082	60421.3771	59405.7144	60949.0637	230265.1082	1	0	0	0	0
684.7272	58080.6013	58319.8832	61168.8879	229472.838	1	0	0	0	0
616.8398	56984.4519	52529.1092	53374.9254	197917.3634	1	0	0	0	0
635.5159	31800.1769	30960.3459	32105.5815	117953.2593	1	0	0	0	0
652.4301	43098.8859	44109.0903	42403.8102	165608.3312	1	0	0	0	0
681.4517	35413.6843	41606.0123	40775.0731	150113.5983	1	0	0	0	0
671.1521	46932.5677	43917.7453	44625.4523	156775.2654	1	0	0	0	0
574.0718	44772.5026	49482.0946	44108.098	164376.1616	1	0	0	0	0
411.0793	31658.5243	26824.4248	26882.4049	110173.3133	1	0	0	0	0
449.4285	27795.3657	27547.9493	27011.4706	109382.9396	1	0	0	0	0
613.3617	38270.4363	37943.104	41098.9855	146169.9377	1	0	0	0	0
465.0558	30363.4104	25768.7194	27418.1433	108721.4413	1	0	0	0	0
347.0819	24621.2074	25559.197	24096.361	99176.1426	1	0	0	0	0
279.3249	29402.2053	29128.1166	29005.1236	102491.2695	1	0	0	0	0
498.3902	46739.6311	51410.7604	45123.4734	169955.9962	1	0	0	0	0
429.0721	49659.6985	49680.167	48984.168	174010.4171	1	0	0	0	0
334.5508	34093.8343	35529.3793	28382.2249	114069.6488	1	0	0	0	0
255.7314	32027.858	35887.205	32684.2665	141511.6115	1	0	0	0	0
195.7135	27794.7197	27977.5993	26213.2176	103722.776	1	0	0	0	0
137.5759	28047.6389	29646.9459	29245.7341	115499.2119	1	0	0	0	0
126.9525	26081.6872	24844.3001	24271.5981	101947.4941	1	0	0	0	0
174.1306	26141.7272	28052.7113	26140.2768	108724.5452	1	0	0	0	0
392.2613	38829.4127	49332.5124	40774.6315	165025.7819	1	0	0	0	0
151.0632	17834.0894	16928.6478	18089.9631	76609.1019	1	0	0	0	0
162.9663	22615.0009	23580.8775	24311.8006	96587.6356	1	0	0	0	0
126.5839	23864.4029	21940.8952	19603.3066	93765.3766	1	0	0	0	0
163.0753	21030.4762	18076.6726	18803.7632	78954.2158	1	0	0	0	0
439.5773	56199.0257	56210.5734	60790.8134	236705.9998	1	0	0	0	0
520.5155	65840.3425	68043.727	66360.5453	245678.9954	1	0	0	0	0
387.0986	61753.4018	65467.0694	63652.8458	234948.3029	1	0	0	0	0
340.3117	50578.0973	56355.4889	57199.8031	206126.0126	1	0	0	0	0
351.8968	58754.0783	60137.1929	65104.2729	236836.7175	1	0	0	0	0
426.2366	55523.6258	59208.6537	62755.2506	218774.899	1	0	0	0	0
420.6841	69943.7142	70176.779	61969.5943	257870.6712	1	0	0	0	0
587.2671	77901.5254	82698.6586	74366.3896	300139.5539	1	0	0	0	0
391.1383	72895.2852	72209.5518	69472.8557	260845.1887	1	0	0	0	0
